kp,ki,kd,min_throttle,max_throttle,mean_steer_delay,throttle_steer_threshold,crashed,runtime,distance,total_absolute_cte
0.0805833174587682,0.0008765309110246065,0.05124647125797376,-0.7,0.7,0.24423158614029922,0.1314012889420379,false,60.0308,1344.47,52.4555
0.07157200116739985,0.0007460602836078763,0.03141098846131176,-0.7,0.7,0.15793007554446664,0.09437022728697425,true,28.2736,597.415,24.1022
0.07468599810291242,0.0010554649311509577,0.04371227786622931,-0.7,0.7,0.04960471326901191,0.09839891929908709,true,16.7432,301.233,11.3894
0.049307619558800475,0.0009054012955452113,0.05096930123175566,-0.7,0.7,0.18913544557163123,0.10139200738981868,true,16.9055,302.829,16.0644
0.09119812361190299,0.0011594533538269924,0.03598039636454645,-0.7,0.7,0.20807334184183773,0.09013548095743279,false,60.0006,1279.57,50.5945
0.059950626265117254,0.0010628089091941528,0.03958291127058356,-0.7,0.7,0.2088916260222336,0.22231551852154144,true,26.125,598.133,22.1177
0.060287974571221106,0.0010282518169377952,0.027847269778784694,-0.7,0.7,0.25222457867935266,0.08955290301610255,true,29.3195,608.718,28.7199
0.09086481714937471,0.0011573590601416312,0.034188852358513225,-0.7,0.7,0.10810717899942866,0.1429829296420834,true,16.85,303.901,9.74925
0.08183963047871792,0.0009365116504017108,0.05953650551818259,-0.7,0.7,0.08521541407314764,0.11649149602378508,true,16.8403,299.494,11.4184
0.0755958192770493,0.00126346694376304,0.039762467413983385,-0.7,0.7,0.1264512383243526,0.11321811317123193,true,27.7117,601.378,20.2393
0.08764185608294099,0.0013432204998018468,0.031037763739958993,-0.7,0.7,0.14667702582794048,0.04904447771224812,false,60.0375,1116.04,51.3334
0.084568780248518,0.0008722628064339698,0.032173846544800634,-0.7,0.7,0.2075167482288053,0.12515541203149871,true,31.2238,652.73,29.4036
0.06086886141316331,0.0008730337881551426,0.032760755235327836,-0.7,0.7,0.15269218663477477,0.22045749722935687,true,26.6177,613.148,28.0302
0.07551128772681372,0.0011567913881802541,0.03845389523200101,-0.7,0.7,0.12270781303164728,0.117424394212749,true,16.9497,305.392,11.5433
0.0497409488589602,0.0007031188748938332,0.039446528299125136,-0.7,0.7,0.1055733876245779,0.05469082182910461,true,28.9308,604.653,28.1569
0.07988418957867525,0.0012904896986627346,0.049710440446469426,-0.7,0.7,0.09369446512847161,0.06490730917709307,true,19.3825,350.276,16.3507
0.06815304287735219,0.0008958797406538384,0.04512976457177791,-0.7,0.7,0.16322929246400994,0.11772718824845094,true,16.9455,301.42,12.4844
0.05832180199894474,0.0016211763758958815,0.042534386023690966,-0.7,0.7,0.07781965225157197,0.050768273660207634,true,29.3992,606.023,23.4845
0.09197576184675083,0.000980022367100106,0.03519050552543357,-0.7,0.7,0.09627663038680752,0.10605349893041609,true,18.7031,357.281,13.4514
0.07611731492235502,0.0006891271315028453,0.03689469729544825,-0.7,0.7,0.1095556224597139,0.10738631347241938,true,30.6706,679.071,33.5458
0.056102686031287714,0.0009389794290730058,0.03758165720007404,-0.7,0.7,0.1640335889332493,0.1015253433710745,true,26.9668,603.467,23.3076
0.05972928532602254,0.0010214187805802346,0.04649694196654249,-0.7,0.7,0.14084504159018363,0.0818236795462551,true,29.9823,607.203,26.5645
0.07820580136922321,0.0008605491251798104,0.03722725360102489,-0.7,0.7,0.0527578065084424,0.2221117940328933,true,18.7367,359.944,14.491
0.0749441279161633,0.001012700431101,0.03368619196979075,-0.7,0.7,0.17622124476176035,0.19989526185272788,true,20.7077,419.625,17.1348
0.05007462554512334,0.0008745529711962389,0.035468975017697656,-0.7,0.7,0.17290358110299708,0.07397324471084586,true,28.0166,604.462,26.3339
0.055145303271195746,0.0007868175939461595,0.04637836081924306,-0.7,0.7,0.10405000712899878,0.07358732951762503,true,29.0591,609.117,28.5826
0.07387503100262702,0.001483213423809936,0.04269074694773975,-0.7,0.7,0.0900082435772295,0.12252428960678621,true,18.6425,358.6,14.0837
0.05415735732041366,0.0010828111161305688,0.050836670357579494,-0.7,0.7,0.1507323571985406,0.12392993470507058,true,28.1468,605.369,27.5935
0.10450988624506878,0.0008382148794930383,0.03980609184025553,-0.7,0.7,0.12474254225644131,0.12623710690442166,true,16.7506,301.042,8.98151
0.05620398205811247,0.0010283387418033737,0.040517160662053346,-0.7,0.7,0.1868924171163669,0.23444709739471195,true,26.0116,595.42,25.5106
0.0688036131682691,0.000987503695354785,0.03202048335273503,-0.7,0.7,0.10840557195481514,0.05830502792547189,true,29.2516,603.554,22.4715
0.06662328040759356,0.0010333649687781863,0.04407262473601247,-0.7,0.7,0.24719564996649018,0.1835886617921129,true,27.604,604.441,24.1819
0.06777907488749559,0.0011239389013199055,0.027971797358449187,-0.7,0.7,0.17742596787114642,0.0845169110769936,true,29.5889,606.656,27.3223
0.09752712685116605,0.000941735686403656,0.03824569063924525,-0.7,0.7,0.3636122121840297,0.09365478861309484,false,60.0149,1122.79,50.491
0.06884360102816908,0.0009942003489250735,0.040321517117467925,-0.7,0.7,0.1942499539683962,0.048796066146708866,true,34.562,607.329,27.591
