kp,ki,kd,min_throttle,max_throttle,throttle_angle_threshold,crashed,runtime,distance,total_absolute_cte
0.0235,0.0627,0.1357,-0.3,0.3,0.1,true,49.0959,424.078,91.1569
0.07350000000000001,0.0627,0.1357,-0.3,0.3,0.1,false,90.0004,855.654,51.6746
0.07350000000000001,0.11270000000000001,0.1357,-0.3,0.3,0.1,false,90.0091,845.498,74.428
0.07350000000000001,0.012700000000000003,0.1357,-0.3,0.3,0.1,false,90.0253,853.677,65.0103
0.07350000000000001,0.0627,0.18569999999999998,-0.3,0.3,0.1,false,90.0193,821.828,50.0707
0.07350000000000001,0.0627,0.08569999999999997,-0.3,0.3,0.1,false,90.0196,898.445,63.6712
0.07350000000000001,0.0627,0.08569999999999997,-0.3,0.3,0.2,false,90.0248,1162.13,59.9023
0.1285,0.0627,0.08569999999999997,-0.3,0.3,0.2,false,90.0202,1121.76,42.111
0.01849999999999999,0.0627,0.08569999999999997,-0.3,0.3,0.2,true,14.5178,99.1535,23.4621
0.0735,0.10770000000000002,0.08569999999999997,-0.3,0.3,0.2,true,14.4886,95.2215,24.1237
0.0735,0.017700000000000007,0.08569999999999997,-0.3,0.3,0.2,false,90.0211,1140.91,68.3021
0.0735,0.0627,0.1407,-0.3,0.3,0.2,false,90.0099,1052.15,65.7776
0.0735,0.0627,0.030699999999999977,-0.3,0.3,0.2,true,12.2153,72.4672,17.083
0.0735,0.0627,0.08569999999999998,-0.3,0.3,0.31000000000000005,false,90.0128,1231.33,59.3855
0.123,0.0627,0.08569999999999998,-0.3,0.3,0.31000000000000005,false,90.0168,1211.75,43.3552
0.02399999999999998,0.0627,0.08569999999999998,-0.3,0.3,0.31000000000000005,true,15.1025,104.47,24.5806
0.07349999999999998,0.10320000000000001,0.08569999999999998,-0.3,0.3,0.31000000000000005,true,14.6505,100.95,23.3287
0.07349999999999998,0.022199999999999998,0.08569999999999998,-0.3,0.3,0.31000000000000005,false,90.0051,1236.92,63.6982
0.07349999999999998,0.022199999999999998,0.1352,-0.3,0.3,0.31000000000000005,true,67.2554,881.093,54.7286
0.07349999999999998,0.022199999999999998,0.03619999999999997,-0.3,0.3,0.31000000000000005,false,90.0181,1244.66,60.7716
0.07349999999999998,0.022199999999999998,0.03619999999999997,-0.3,0.3,0.43100000000000005,false,90.0127,1245.14,58.9327
0.11804999999999999,0.022199999999999998,0.03619999999999997,-0.3,0.3,0.43100000000000005,false,90.0011,1242,47.1915
0.028949999999999976,0.022199999999999998,0.03619999999999997,-0.3,0.3,0.43100000000000005,true,51.9338,651.25,58.3852
0.07349999999999998,0.06675,0.03619999999999997,-0.3,0.3,0.43100000000000005,true,14.4672,98.0712,24.1383
0.07349999999999998,-0.022350000000000023,0.03619999999999997,-0.3,0.3,0.43100000000000005,true,10.5517,56.7235,19.5892
0.07349999999999998,0.02219999999999999,0.09064999999999998,-0.3,0.3,0.43100000000000005,false,90.0236,1236.31,63.3438
0.07349999999999998,0.02219999999999999,-0.018250000000000044,-0.3,0.3,0.43100000000000005,true,12.738,79.2757,15.1391
0.07349999999999998,0.02219999999999999,0.03619999999999997,-0.3,0.3,0.5641,false,90.0188,1244.32,59.5682
0.07349999999999998,0.02219999999999999,0.03619999999999997,-0.3,0.3,0.2979,false,90.0002,1243.92,59.5968
0.11359499999999999,0.02219999999999999,0.03619999999999997,-0.3,0.3,0.43100000000000005,false,90.019,1244.32,45.1516
0.033404999999999976,0.02219999999999999,0.03619999999999997,-0.3,0.3,0.43100000000000005,true,51.9505,651.565,50.625
0.07349999999999998,0.062295,0.03619999999999997,-0.3,0.3,0.43100000000000005,true,14.5651,101.38,23.2357
0.07349999999999998,-0.017895000000000022,0.03619999999999997,-0.3,0.3,0.43100000000000005,true,12.279,74.5005,23.301
0.07349999999999998,0.02219999999999999,0.08520499999999998,-0.3,0.3,0.43100000000000005,false,90.0129,1236.22,62.8255
0.07349999999999998,0.02219999999999999,-0.012805000000000052,-0.3,0.3,0.43100000000000005,true,12.9382,82.0743,14.7491
0.07349999999999998,0.02219999999999999,0.03619999999999996,-0.3,0.3,0.5507900000000001,false,90.013,1243.48,60.7198
0.07349999999999998,0.02219999999999999,0.03619999999999996,-0.3,0.3,0.3112100000000001,false,90.0131,1243.95,60.6971
0.10958549999999999,0.02219999999999999,0.03619999999999996,-0.3,0.3,0.4310000000000001,false,90.0015,1242.56,45.3423
0.037414499999999976,0.02219999999999999,0.03619999999999996,-0.3,0.3,0.4310000000000001,true,58.1379,746.593,56.6603
0.07349999999999998,0.058285500000000004,0.03619999999999996,-0.3,0.3,0.4310000000000001,true,18.6427,129.553,34.6514
0.07349999999999998,-0.013885500000000023,0.03619999999999996,-0.3,0.3,0.4310000000000001,true,14.7949,103.668,28.477
0.07349999999999998,0.02219999999999999,0.08030449999999997,-0.3,0.3,0.4310000000000001,false,90.0117,1237.35,60.6791
0.07349999999999998,0.02219999999999999,-0.00790450000000005,-0.3,0.3,0.4310000000000001,true,13.3838,85.9833,15.2282
0.07349999999999998,0.02219999999999999,0.03619999999999996,-0.3,0.3,0.5388110000000002,false,90.0308,1242.97,60.6055
0.07349999999999998,0.02219999999999999,0.03619999999999996,-0.3,0.3,0.3231890000000001,false,90.0263,1245,60.6444
0.10597694999999999,0.02219999999999999,0.03619999999999996,-0.3,0.3,0.43100000000000016,false,90.0134,1242.69,46.4611
0.04102304999999998,0.02219999999999999,0.03619999999999996,-0.3,0.3,0.43100000000000016,true,58.649,754.187,54.035
0.07349999999999998,0.05467695,0.03619999999999996,-0.3,0.3,0.43100000000000016,true,17.6971,140.486,28.5653
0.07349999999999998,-0.01027695000000002,0.03619999999999996,-0.3,0.3,0.43100000000000016,true,18.7174,154.598,36.3423
0.07349999999999998,0.02219999999999999,0.07589404999999996,-0.3,0.3,0.43100000000000016,false,90.0232,1240.77,60.0346
0.07349999999999998,0.02219999999999999,-0.003494050000000054,-0.3,0.3,0.43100000000000016,true,15.3113,110.546,18.9881
0.07349999999999998,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.5280299000000002,false,90.0261,1244.92,61.3105
0.07349999999999998,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.33397010000000016,false,90.0199,1244.11,60.8004
0.10272925499999999,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.43100000000000016,false,90.008,1243.51,47.4798
0.04427074499999998,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.43100000000000016,true,60.7412,788.146,58.3037
0.07349999999999998,0.051429255,0.036199999999999954,-0.3,0.3,0.43100000000000016,true,60.901,784.313,92.7984
0.07349999999999998,-0.007029255000000019,0.036199999999999954,-0.3,0.3,0.43100000000000016,true,25.1881,242.663,48.3312
0.07349999999999998,0.02219999999999999,0.07192464499999995,-0.3,0.3,0.43100000000000016,false,90.0261,1238.77,58.1146
0.07349999999999998,0.02219999999999999,0.00047535499999994124,-0.3,0.3,0.43100000000000016,true,15.663,114.685,18.5936
0.07349999999999998,0.02219999999999999,0.03619999999999995,-0.3,0.3,0.5183269100000002,false,90.0026,1244.17,59.5198
0.07349999999999998,0.02219999999999999,0.03619999999999995,-0.3,0.3,0.3436730900000001,false,90.0192,1244.15,60.0463
0.09980632949999999,0.02219999999999999,0.03619999999999995,-0.3,0.3,0.43100000000000016,false,90.0259,1242.89,46.9517
0.04719367049999997,0.02219999999999999,0.03619999999999995,-0.3,0.3,0.43100000000000016,true,61.1586,793.989,56.9556
0.07349999999999998,0.0485063295,0.03619999999999995,-0.3,0.3,0.43100000000000016,true,60.4496,780.443,75.3682
0.07349999999999998,-0.004106329500000019,0.03619999999999995,-0.3,0.3,0.43100000000000016,true,37.784,427.738,73.4495
0.07349999999999998,0.02219999999999999,0.06835218049999996,-0.3,0.3,0.43100000000000016,false,90.0054,1239.83,59.8777
0.07349999999999998,0.02219999999999999,0.004047819499999938,-0.3,0.3,0.43100000000000016,true,17.9857,142.299,23.2153
0.07349999999999998,0.02219999999999999,0.03619999999999995,-0.3,0.3,0.5095942190000002,false,90.0065,1244.14,60.4326
0.07349999999999998,0.02219999999999999,0.03619999999999995,-0.3,0.3,0.3524057810000002,false,90.0062,1245.02,59.7488
0.09717569655,0.02219999999999999,0.03619999999999995,-0.3,0.3,0.4310000000000002,false,90.0221,1242.12,48.0792
0.04982430344999998,0.02219999999999999,0.03619999999999995,-0.3,0.3,0.4310000000000002,true,66.3366,849.304,74.6533
0.07349999999999998,0.04587569655,0.03619999999999995,-0.3,0.3,0.4310000000000002,true,60.3556,779.076,68.5535
0.07349999999999998,-0.0014756965500000233,0.03619999999999995,-0.3,0.3,0.4310000000000002,true,49.1058,607.003,57.0268
0.07349999999999998,0.022199999999999987,0.06513696244999996,-0.3,0.3,0.4310000000000002,false,90.0266,1240.32,59.6036
0.07349999999999998,0.022199999999999987,0.007263037549999941,-0.3,0.3,0.4310000000000002,true,18.2028,146.714,21.835
0.07349999999999998,0.022199999999999987,0.036199999999999954,-0.3,0.3,0.5017347971000002,false,90.0156,1245.06,60.1882
0.07349999999999998,0.022199999999999987,0.036199999999999954,-0.3,0.3,0.3602652029000002,false,90.025,1244.78,60.561
0.09480812689499998,0.022199999999999987,0.036199999999999954,-0.3,0.3,0.4310000000000002,false,90.0093,1243.73,48.7156
0.05219187310499997,0.022199999999999987,0.036199999999999954,-0.3,0.3,0.4310000000000002,false,90.0267,1243.52,74.1273
0.07349999999999998,0.043508126895,0.036199999999999954,-0.3,0.3,0.4310000000000002,true,60.0492,777.521,60.7951
0.07349999999999998,0.0008918731049999823,0.036199999999999954,-0.3,0.3,0.4310000000000002,false,90.0261,1243.07,65.5743
0.07349999999999998,0.02219999999999999,0.06224326620499997,-0.3,0.3,0.4310000000000002,false,90.006,1241.23,59.4096
0.07349999999999998,0.02219999999999999,0.010156733794999949,-0.3,0.3,0.4310000000000002,true,20.812,181.552,26.9828
0.07349999999999998,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.49466131739000024,false,90.0065,1245.28,59.2949
0.09267731420549999,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.49466131739000024,false,90.0048,1243.15,50.2665
0.054322685794499975,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.49466131739000024,false,90.0217,1246.04,73.8702
0.054322685794499975,0.0413773142055,0.036199999999999954,-0.3,0.3,0.49466131739000024,true,61.1383,788.589,99.5341
0.054322685794499975,0.003022685794499984,0.036199999999999954,-0.3,0.3,0.49466131739000024,true,58.127,746.958,45.0386
0.054322685794499975,0.02219999999999999,0.059638939584499964,-0.3,0.3,0.49466131739000024,false,90.0045,1242.56,69.8759
0.054322685794499975,0.02219999999999999,0.012761060415499945,-0.3,0.3,0.49466131739000024,true,21.8445,195.84,34.0654
0.054322685794499975,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.5646887665190002,false,90.0268,1244.24,73.4484
0.054322685794499975,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.42463386826100014,false,90.0201,1245.4,73.1685
0.07541773142054999,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.4946613173900002,false,90.0089,1245.31,57.8526
0.033227640168449965,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.4946613173900002,true,51.9372,652.631,50.2444
0.054322685794499975,0.03945958278495,0.036199999999999954,-0.3,0.3,0.4946613173900002,true,60.7419,785.338,85.2148
0.054322685794499975,0.004940417215049987,0.036199999999999954,-0.3,0.3,0.4946613173900002,true,58.0065,746.663,42.8936
0.054322685794499975,0.022199999999999994,0.057295045626049965,-0.3,0.3,0.4946613173900002,false,90.0153,1242.4,71.8854
0.054322685794499975,0.022199999999999994,0.015104954373949944,-0.3,0.3,0.4946613173900002,true,21.9548,197.553,31.4363
0.054322685794499975,0.022199999999999994,0.036199999999999954,-0.3,0.3,0.5576860216061003,false,90.0118,1243.89,73.4911
0.054322685794499975,0.022199999999999994,0.036199999999999954,-0.3,0.3,0.4316366131739002,false,90.0257,1246.13,73.0377
0.07330822685794498,0.022199999999999994,0.036199999999999954,-0.3,0.3,0.4316366131739002,false,90.0092,1246.18,59.9783
0.07330822685794498,0.037733624506454996,0.036199999999999954,-0.3,0.3,0.4316366131739002,false,90.0223,1218.81,78.3065
0.07330822685794498,0.006666375493544985,0.036199999999999954,-0.3,0.3,0.4316366131739002,false,90.0238,1245.74,56.8797
0.07330822685794498,0.02219999999999999,0.05518554106344496,-0.3,0.3,0.4316366131739002,false,90.0103,1242.94,58.175
0.07330822685794498,0.02219999999999999,0.01721445893655494,-0.3,0.3,0.4316366131739002,true,38.5515,426.481,57.7651
0.07330822685794498,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.5009637878116102,false,90.0116,1244.56,60.4748
0.07330822685794498,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.36230943853619013,false,90.0271,1244.2,60.6733
0.0941923220277345,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.4316366131739002,false,90.0016,1242.84,50.6192
0.052424131688155476,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.4316366131739002,false,90.0253,1244.59,73.3301
0.073308226857945,0.036180262055809494,0.036199999999999954,-0.3,0.3,0.4316366131739002,false,90.0042,1242.24,71.7442
0.073308226857945,0.008219737944190484,0.036199999999999954,-0.3,0.3,0.4316366131739002,false,90.0002,1245.82,55.8951
0.073308226857945,0.02219999999999999,0.05328698695710046,-0.3,0.3,0.4316366131739002,false,90.0209,1242.04,57.8717
0.073308226857945,0.02219999999999999,0.01911301304289944,-0.3,0.3,0.4316366131739002,true,45.0756,543.155,59.3289
0.073308226857945,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.4940310703478392,false,90.0144,1244.51,59.9576
0.073308226857945,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.36924215599996113,false,90.0324,1244.86,60.5339
0.09210391251075556,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.4316366131739002,false,90.0118,1245.09,49.6746
0.054512541205134435,0.02219999999999999,0.036199999999999954,-0.3,0.3,0.4316366131739002,false,90.0129,1244.28,73.6917
0.073308226857945,0.03478223585022855,0.036199999999999954,-0.3,0.3,0.4316366131739002,true,64.5104,813.429,67.464
0.073308226857945,0.00961776414977144,0.036199999999999954,-0.3,0.3,0.4316366131739002,false,90.0012,1244.59,56.7184
0.073308226857945,0.022199999999999994,0.051578288261390416,-0.3,0.3,0.4316366131739002,false,90.0281,1239.45,58.4878
0.073308226857945,0.022199999999999994,0.020821711738609493,-0.3,0.3,0.4316366131739002,true,48.8102,602.017,52.8573
0.073308226857945,0.022199999999999994,0.036199999999999954,-0.3,0.3,0.48779162463044534,false,90.0183,1244.11,59.0101
0.073308226857945,0.022199999999999994,0.036199999999999954,-0.3,0.3,0.37548160171735506,false,90.008,1243.75,59.6782
0.0902243439454745,0.022199999999999994,0.036199999999999954,-0.3,0.3,0.43163661317390023,false,90.0031,1243.42,52.2731
0.05639210977041549,0.022199999999999994,0.036199999999999954,-0.3,0.3,0.43163661317390023,false,90.0024,1244.67,71.0738
0.073308226857945,0.0335240122652057,0.036199999999999954,-0.3,0.3,0.43163661317390023,false,90.0236,1243.59,68.2012
0.073308226857945,0.010875987734794298,0.036199999999999954,-0.3,0.3,0.43163661317390023,false,90.0032,1245.31,56.8291
0.073308226857945,0.022199999999999998,0.05004045943525137,-0.3,0.3,0.43163661317390023,false,90.0276,1244.12,57.8408
0.073308226857945,0.022199999999999998,0.02235954056474854,-0.3,0.3,0.43163661317390023,true,48.9894,604.389,44.9774
0.073308226857945,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.4821761234847909,false,90.0221,1244.86,60.9271
0.073308226857945,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.38109710286300963,false,90.0202,1242.26,60.3076
0.08853273223672155,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.4316366131739003,false,90.0143,1244.29,51.6688
0.05808372147916843,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.4316366131739003,false,90.023,1246.81,70.3253
0.05808372147916843,0.032391611038685125,0.036199999999999954,-0.3,0.3,0.4316366131739003,true,64.5266,833.673,73.7631
0.05808372147916843,0.012008388961314866,0.036199999999999954,-0.3,0.3,0.4316366131739003,false,90.0239,1244.87,71.4409
0.05808372147916843,0.022199999999999998,0.048656413491726225,-0.3,0.3,0.4316366131739003,false,90.0202,1243.46,68.5116
0.05808372147916843,0.022199999999999998,0.023743586508273677,-0.3,0.3,0.4316366131739003,true,65.5133,841.635,87.1441
0.05808372147916843,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.47712217245370186,false,90.0054,1244.39,69.6029
0.05808372147916843,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.3861510538940987,false,90.0283,1245.21,69.0963
0.07483067739582264,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.4316366131739003,false,90.0006,1244.56,58.9111
0.04133676556251421,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.4316366131739003,true,57.9953,746.42,51.7219
0.058083721479168425,0.03137244993481662,0.036199999999999954,-0.3,0.3,0.4316366131739003,true,64.6956,834.81,71.134
0.058083721479168425,0.013027550065183382,0.036199999999999954,-0.3,0.3,0.4316366131739003,false,90.0175,1244.49,70.57
0.058083721479168425,0.022199999999999998,0.0474107721425536,-0.3,0.3,0.4316366131739003,false,90.014,1242.75,68.2559
0.058083721479168425,0.022199999999999998,0.024989227857446304,-0.3,0.3,0.4316366131739003,false,90.0144,1224.38,103.516
0.058083721479168425,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.4725736165257217,false,90.0318,1245.54,69.4004
0.058083721479168425,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.39069960982207885,false,90.0202,1245.36,69.912
0.07315598180415722,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.4316366131739003,false,90.0004,1244.53,60.6412
0.04301146115417964,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.4316366131739003,true,58.1898,747.076,51.5204
0.05808372147916843,0.030455204941334954,0.036199999999999954,-0.3,0.3,0.4316366131739003,false,90.0228,1226.15,83.1048
0.05808372147916843,0.013944795058665041,0.036199999999999954,-0.3,0.3,0.4316366131739003,false,90.0217,1245.31,71.2155
0.05808372147916843,0.022199999999999998,0.046289694928298236,-0.3,0.3,0.4316366131739003,false,90.0155,1244.7,67.8878
0.05808372147916843,0.022199999999999998,0.026110305071701673,-0.3,0.3,0.4316366131739003,true,60.6439,786.856,62.1359
0.05808372147916843,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.4684799161905396,false,90.0075,1245.08,70.9208
0.05808372147916843,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.029,1247.08,69.6531
0.07164875577165834,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.0191,1244.56,61.2297
0.04451868718667852,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.39479331015726105,true,60.7562,786.943,59.5232
0.05808372147916843,0.02962968444720146,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.0122,1223.87,81.5478
0.05808372147916843,0.014770315552798537,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.0035,1244.16,72.3447
0.05808372147916843,0.022199999999999998,0.045280725435468405,-0.3,0.3,0.39479331015726105,false,90.0322,1245.74,67.2535
0.05808372147916843,0.022199999999999998,0.027119274564531497,-0.3,0.3,0.39479331015726105,false,90.0158,1222.44,95.3359
0.05808372147916843,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.43532094347556427,false,90.0301,1246.27,70.2584
0.05808372147916843,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.3542656768389578,false,90.0257,1246.22,69.4558
0.07029225234240935,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.0208,1245.1,62.3805
0.04587519061592751,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.39479331015726105,true,60.7982,788.179,57.2939
0.05808372147916843,0.028886716002481314,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.0174,1227.4,79.7027
0.05808372147916843,0.015513283997518683,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.0331,1245.19,71.2346
0.05808372147916843,0.022199999999999998,0.04437265289192156,-0.3,0.3,0.39479331015726105,false,90.027,1243.08,67.9254
0.05808372147916843,0.022199999999999998,0.028027347108078346,-0.3,0.3,0.39479331015726105,false,90.0018,1243.39,77.8884
0.05808372147916843,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.4312681801437339,false,90.007,1243.97,71.101
0.05808372147916843,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.3583184401707881,false,90.022,1244.29,69.7783
0.06907139925608527,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.394793310157261,false,90.0168,1244.63,64.5518
0.04709604370225161,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.394793310157261,true,61.052,792.86,57.852
0.05808372147916844,0.028218044402233182,0.036199999999999954,-0.3,0.3,0.394793310157261,false,90.0119,1242.77,71.7261
0.05808372147916844,0.016181955597766813,0.036199999999999954,-0.3,0.3,0.394793310157261,false,90.0039,1245.28,71.4426
0.05808372147916844,0.022199999999999998,0.0435553876027294,-0.3,0.3,0.394793310157261,false,90.0246,1245.29,68.8071
0.05808372147916844,0.022199999999999998,0.028844612397270507,-0.3,0.3,0.394793310157261,false,90.0273,1244.17,77.1041
0.05808372147916844,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.4276206931450866,false,90.015,1245.94,69.6632
0.05808372147916844,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.36196592716943543,false,90.0069,1243,71.0474
0.06797263147839358,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.0195,1243.34,65.216
0.048194811479943284,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.0097,1227.21,86.4376
0.05808372147916843,0.02761623996200986,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.0207,1228.4,78.1148
0.05808372147916843,0.01678376003799013,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.0301,1246.02,72.0869
0.05808372147916843,0.022199999999999998,0.04281984884245646,-0.3,0.3,0.39479331015726105,false,90.0188,1245.88,69.7328
0.05808372147916843,0.022199999999999998,0.029580151157543453,-0.3,0.3,0.39479331015726105,true,67.8125,877.989,79.7681
0.05808372147916843,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.4243379548463041,false,90.0039,1245.6,70.9659
0.05808372147916843,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.365248665468218,false,90.0282,1246.14,70.2344
0.06698374047847107,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.0022,1244.21,65.0784
0.049183702479865796,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.39479331015726105,true,66.6252,851.009,76.5241
0.05808372147916843,0.027074615965808877,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.0311,1244.09,70.924
0.05808372147916843,0.017325384034191118,0.036199999999999954,-0.3,0.3,0.39479331015726105,false,90.021,1245.55,71.1147
0.05808372147916843,0.022199999999999998,0.042157863958210806,-0.3,0.3,0.39479331015726105,false,90.0163,1244.41,68.8969
0.05808372147916843,0.022199999999999998,0.0302421360417891,-0.3,0.3,0.39479331015726105,false,90.0266,1245.07,74.941
0.05808372147916843,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.4213834903773998,false,90.0032,1244.11,71.5359
0.05808372147916843,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.36820312993712234,false,90.017,1245.71,70.4954
0.0660937385785408,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.3947933101572611,false,90.0139,1242.81,66.3138
0.05007370437979605,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.3947933101572611,false,90.0078,1244.2,76.0564
0.058083721479168425,0.02658715436922799,0.036199999999999954,-0.3,0.3,0.3947933101572611,false,90.0113,1243.68,70.8425
0.058083721479168425,0.017812845630772005,0.036199999999999954,-0.3,0.3,0.3947933101572611,false,90.0151,1245.57,70.6561
0.058083721479168425,0.022199999999999998,0.04156207756238972,-0.3,0.3,0.3947933101572611,false,90.005,1243.88,68.5299
0.058083721479168425,0.022199999999999998,0.030837922437610184,-0.3,0.3,0.3947933101572611,false,90.0302,1245.23,73.8408
0.058083721479168425,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.41872447235538596,false,90.0299,1244.95,69.6823
0.058083721479168425,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.37086214795913625,false,90.0313,1244.95,69.6164
0.06529273686860355,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.3947933101572611,false,90.0114,1243.24,67.4529
0.05087470608973328,0.022199999999999998,0.036199999999999954,-0.3,0.3,0.3947933101572611,false,90.0163,1242.35,76.5534
0.05808372147916842,0.02614843893230519,0.036199999999999954,-0.3,0.3,0.3947933101572611,true,65.1774,838.215,68.6991
0.05808372147916842,0.018251561067694808,0.036199999999999954,-0.3,0.3,0.3947933101572611,false,90.0309,1247.4,70.1046
0.05808372147916842,0.018251561067694808,0.04102586980615075,-0.3,0.3,0.3947933101572611,false,90.0075,1243.13,70.4119
0.05808372147916842,0.018251561067694808,0.031374130193849166,-0.3,0.3,0.3947933101572611,false,90.0035,1245.39,71.0769
0.05808372147916842,0.018251561067694808,0.036199999999999954,-0.3,0.3,0.4163313561355735,false,90.0322,1246.06,70.5372
0.05808372147916842,0.018251561067694808,0.036199999999999954,-0.3,0.3,0.3732552641789487,false,90.0053,1245.85,69.5393
0.06457183532966004,0.018251561067694808,0.036199999999999954,-0.3,0.3,0.3947933101572611,false,90.0087,1244.57,66.0137
0.0515956076286768,0.018251561067694808,0.036199999999999954,-0.3,0.3,0.3947933101572611,false,90.0156,1245.7,76.1047
0.05808372147916842,0.02259484389323052,0.036199999999999954,-0.3,0.3,0.3947933101572611,false,90.0229,1243.41,70.7051
0.05808372147916842,0.013908278242159096,0.036199999999999954,-0.3,0.3,0.3947933101572611,false,90.003,1243.67,70.1415
0.05808372147916842,0.018251561067694808,0.04054328282553567,-0.3,0.3,0.3947933101572611,false,90.0108,1244.26,69.2679
0.05808372147916842,0.018251561067694808,0.03185671717446424,-0.3,0.3,0.3947933101572611,false,90.0321,1243.67,72.0429
0.05808372147916842,0.018251561067694808,0.036199999999999954,-0.3,0.3,0.4141775515377423,false,90.0061,1244.45,70.7255
0.05808372147916842,0.018251561067694808,0.036199999999999954,-0.3,0.3,0.37540906877678,false,90.0056,1245.94,70.8781
0.06392302394461087,0.018251561067694808,0.036199999999999954,-0.3,0.3,0.39479331015726116,false,90.0002,1245.21,66.7663
0.05224441901372595,0.018251561067694808,0.036199999999999954,-0.3,0.3,0.39479331015726116,false,90.0215,1244.09,75.3569
0.05808372147916841,0.02216051561067695,0.036199999999999954,-0.3,0.3,0.39479331015726116,false,90.0145,1245.6,70.1235
0.05808372147916841,0.014342606524712666,0.036199999999999954,-0.3,0.3,0.39479331015726116,false,90.0118,1246.06,71.575
0.05808372147916841,0.018251561067694808,0.0401089545429821,-0.3,0.3,0.39479331015726116,false,90.0051,1245.54,70.4419
0.05808372147916841,0.018251561067694808,0.03229104545701782,-0.3,0.3,0.39479331015726116,false,90.0141,1246.87,71.4582
0.05808372147916841,0.018251561067694808,0.03619999999999996,-0.3,0.3,0.4122391273996942,false,90.0299,1246.53,69.1506
0.05808372147916841,0.018251561067694808,0.03619999999999996,-0.3,0.3,0.37734749291482816,false,90.0098,1242.68,71.021
0.06333909369806662,0.018251561067694808,0.03619999999999996,-0.3,0.3,0.3947933101572612,false,90.007,1245.05,67.2277
