kp,ki,kd,crashed,runtime,distance,total_absolute_cte
1.0026605343172539,0.4824303956225415,0.5629356070260445,false,120,1342.72,461.477
0.05957817691706687,39.333617809250995,3.6905049000604007,true,7.15782,22.3349,369.043
0.7164475951390668,0.018792062163051907,601.8146502936329,true,5.02521,3.21907,112.674
2.8582326365017314,33.1177764956455,1000.8595410382587,true,5.01767,3.07545,103.791
0.048883232220882186,0.5827907612885199,5.035839393513408,true,14.3938,32.4039,224.948
36.63473120926767,0.03526118074589354,7.715396755457726,true,5.01997,7.71937,44.2337
67.78428581578774,0.021754208317214207,1.25487044105834,true,6.72373,13.6765,50.5484
0.05488561943004126,5.228824095789219,0.024189905383057982,true,7.09643,22.6405,369.705
0.016861964717774795,2.1757035563271563,0.0379586324554192,true,6.98877,22.6016,358.792
8.999828556704154,0.0005239790841214742,0.6738458484678947,true,20.8621,147.274,398.401
0.06923129078502761,103.85628466162505,7.460977169154276,true,7.17345,22.2898,362.745
0.023290977056949835,3657.1980343749406,0.6124273481209972,true,7.39101,23.3232,411.486
1.9851387232536566,0.657460046031716,0.22102701220212084,true,29.3063,274.665,287.682
0.09122646628537019,0.29138510745612994,5.298264479104054,true,5.01781,8.13152,90.9191
60.25556740367336,0.12478146881109799,0.14971223676558829,true,9.53948,20.8599,52.8826
0.8029701160044442,0.1971916306153701,0.8513341352164545,false,120.006,1319.72,612.541
7.6801933197176275,0.1336573574520933,0.005298597471797567,true,16.9377,99.9111,469.304
0.27281459470886,0.13016537649505627,4.4405321580783275,false,120.015,406.865,699.196
10.31790461337678,0.5226413855918411,4.924189822416353,true,50.6919,127.119,97.6164
2.471630087275295,3.6011191998339696,27.61677107438696,true,5.00294,4.35098,70.8946
0.17139198820528453,0.037113880798826056,1.7134487734585468,false,120.02,1171.2,2467.76
0.30945559233102726,57.75658076699637,0.2750214947149692,true,7.41119,23.2642,490.32
0.07741983903506922,1.186106292125221,8.668976563529622,true,5.02331,5.94108,80.2327
0.049119627009530015,39.33857463954044,98.52287722731694,true,5.01457,4.98974,86.8916
0.1409441939981804,0.16315562918965754,3.0383416064468074,false,120.029,787.962,1370.27
1344.8019210565433,2.095897795963259,3.7797364030544793,true,7.507,15.5432,59.7745
0.21011897098209337,51.85557565319664,1.5213486716736828,true,7.3275,23.0773,475.811
28.249139718338693,5.53879868718814,27.402908061436428,true,5.0046,5.09567,62.4874
0.1498599976669635,20.25452847155305,0.6695134852886606,true,7.27187,22.89,471.935
0.01759131613838273,2.314973855908135,21.21833735488739,true,5.00629,4.38021,84.7782
2.3457429790683677,0.0008435505871199087,78.63059025681126,true,5.00776,2.95106,123.891
0.016604209526637173,0.02451946517547178,0.13640078659075233,true,63.8633,817.43,2208.78
0.09988245484950013,0.10849405741449232,0.18354785801140028,false,120.031,1614.88,1318.47
86.55604341759845,0.019148558255663285,0.3852852956244627,true,6.4177,13.0281,55.3041
16.16399738212776,1.3677474876988558,0.055900590145161425,true,17.0196,91.7842,556.138
562.1260557489991,2.7404698726567474,0.08849067315041767,true,7.63077,16.0563,59.9626
0.003704844299828205,0.0027221541901156308,1.5084233112759728,false,120.031,1295.98,3183.48
6.16350352995014,0.1231436234948594,22.570612899551215,true,5.01534,4.16951,87.7808
0.31094096145203093,0.40207721777795624,184.3303748269537,true,5.00237,2.70006,126.955
8.994199284235048,1.841929660630155,0.5497242383829217,true,20.6194,155.013,257.141
0.43031579534740844,0.4223605249584762,0.12728744032172556,true,74.3915,924.742,1030.14
1.433604448284562,12.659647158254808,0.5216410918632558,true,7.03528,21.7334,394.733
0.008450818034134135,0.15206262167450524,0.12666342687418183,true,8.9506,40.9041,400.239
15.492758782510561,2.3266241254575686,0.32478117664142625,true,15.6893,91.6645,357.583
8.81005554405734,0.6853352509773986,0.004834143403593106,true,17.0023,98.0463,558.551
0.17717969001036585,0.25720500180205924,1.2015810915246035,false,120.001,1302.36,1181.84
3.8942009716220825,1.4299011582966303,0.09697009775367516,true,18.7954,138.107,270.141
