kp,ki,kd,min_throttle,max_throttle,mean_steer_delay,throttle_steer_threshold,crashed,runtime,distance,total_absolute_cte
0.08113229331262252,0.0015525857727404504,0.03054303734190619,-0.7,0.7,0.24480035698696076,0.11998917968413163,true,28.7533,590.159,22.8124
0.07661507568584917,0.00103953020016316,0.054210172661388535,-0.7,0.7,0.18614255477307112,0.09493426267477836,false,60.0241,1246.21,55.957
0.08502015009264051,0.0010223289275546358,0.03550390329551224,-0.7,0.7,0.3365110575647438,0.11391927434610793,true,29.851,602.511,21.4398
0.07589005467320266,0.0015132124300654933,0.05381067328719889,-0.7,0.7,0.16400951207679185,0.09901188875830778,false,60.0229,1295.77,53.5036
0.08109429699619422,0.0010732400471527251,0.05246448609458929,-0.7,0.7,0.24461293271630807,0.09243412076962322,false,60.0244,1174.44,54.4766
0.07542955082185937,0.0011421545123528672,0.04027297006693071,-0.7,0.7,0.2608945461402334,0.12420247637699874,true,29.2845,598.668,22.6209
0.07269829567871701,0.001691129841451426,0.04371717730387191,-0.7,0.7,0.21374133497262765,0.10029007344313376,false,60.017,1370.31,49.7707
0.08260979941653365,0.001162371404035155,0.042987087626488084,-0.7,0.7,0.1908431629993637,0.09353820037065885,true,58.0459,1265.58,53.0386
0.08507547546144663,0.0006515624213311085,0.05303267057737266,-0.7,0.7,0.08888968645712592,0.08390311842448671,true,29.6226,585.865,23.0941
0.07889896434041115,0.0008915032953758985,0.03822641151665969,-0.7,0.7,0.35636255394578803,0.08706227246240168,true,32.0815,605.713,23.7047
0.08367861023202189,0.0006556447281543687,0.0417513909542681,-0.7,0.7,0.1926721124729274,0.10989563051105354,false,60.0313,1395.14,54.5819
0.07630956571378145,0.0010448349360830383,0.046092807523901214,-0.7,0.7,0.19507173251237228,0.07659823615567729,false,60.009,1173.08,56.2986
0.07663622196160332,0.0007431049710813657,0.044897150609361065,-0.7,0.7,0.193642688808114,0.12185421557613023,false,60.028,1436.48,53.3506
0.08390416552431279,0.0015001002477680293,0.03976130204969994,-0.7,0.7,0.1823961414050221,0.10947049348981402,true,28.4584,598.865,19.7072
0.08228339122615967,0.0007767219750027503,0.045437690282558625,-0.7,0.7,0.13653208035824466,0.09682768050559412,false,60.018,1383.38,51.8157
0.08190956588622283,0.0008188349922410005,0.043175774818559116,-0.7,0.7,0.17719176619590746,0.14798293356506975,true,28.6075,599.261,26.3657
0.0792052475269871,0.0009252411536095048,0.043509469350151826,-0.7,0.7,0.20842033136415106,0.10489839881297167,false,60.0238,1345.77,50.5675
0.07913762848704108,0.0007459979854527544,0.03847760421373317,-0.7,0.7,0.11373269315687502,0.08566758588532436,true,29.0661,600.181,22.484
0.08016691794352689,0.0009672069104690094,0.04635456874538496,-0.7,0.7,0.13446583634281462,0.1527451128393752,true,18.5154,351.712,13.8587
0.07809076354509309,0.0009879138670977903,0.04769510830924821,-0.7,0.7,0.21880384342697895,0.06345296141771624,false,60.0002,1067.81,57.4253
0.07661385983441069,0.0008458354992395774,0.04184278934936718,-0.7,0.7,0.10552415416913719,0.07746836787551196,true,29.7673,604.232,24.7898
0.0783109755452503,0.0014221809739296753,0.04756408240048935,-0.7,0.7,0.2853450776026841,0.1427064843367496,false,60.0082,1418.34,48.7162
0.07408764808775162,0.000804986743752814,0.04781366037354235,-0.7,0.7,0.1921463405574908,0.1059258765179533,false,60.0268,1355.01,53.8497
0.08063823149525502,0.000920277040131273,0.0438408862483921,-0.7,0.7,0.1324545373085221,0.13838426620440133,true,18.6961,350.662,14.7274
0.08394350730489895,0.0011602900367986449,0.04803926681391103,-0.7,0.7,0.21504872861035867,0.10372663987975235,false,60.0158,1289.46,49.937
0.07291160852083163,0.0013665244343400733,0.04589429414512398,-0.7,0.7,0.21416997050084857,0.11614189582014446,false,60.0051,1431.27,51.8742
0.08835046566246735,0.0005975843194776945,0.04998309975957309,-0.7,0.7,0.16778149074814172,0.07744809067072272,false,60.0104,1195.64,51.4698
0.08851939292128888,0.0006250599589727534,0.050484099853888575,-0.7,0.7,0.3234633745984173,0.115160627944754,false,60.0132,1232.63,51.6615
0.07015502614268147,0.0007814574791568887,0.04903827643717572,-0.7,0.7,0.1019182812157398,0.12702065286656256,true,24.0904,496.533,23.4344
0.08121739897852297,0.0006514371268350983,0.03204339726293643,-0.7,0.7,0.16271147561136148,0.08587576852610979,true,28.5181,596.898,19.4767
0.07849205081966594,0.0005476186579762553,0.04151008220348534,-0.7,0.7,0.15736307151530599,0.12982661316692498,true,28.7883,600.701,27.2979
0.07896638862588454,0.001616351836143737,0.04352231569851251,-0.7,0.7,0.28234814094637467,0.1060095916754593,false,60.0025,1319.37,47.9111
0.08132313534901447,0.0012783575109254102,0.04294462228088236,-0.7,0.7,0.17066913603612002,0.15583486747561962,true,28.0868,607.66,24.7999
0.08553009414562723,0.000797448530934645,0.03845407906744676,-0.7,0.7,0.31225699198479007,0.12404948504194052,false,60.0231,1303.3,50.7986
0.08350207176161104,0.0011400515573281452,0.041416964304956935,-0.7,0.7,0.20704970483437055,0.10337754329085629,false,60.0147,1350.89,46.6792
0.08470630180520125,0.0013899369454688723,0.049397756985207784,-0.7,0.7,0.1387769661922359,0.10129425201283516,false,60.0017,1355.05,50.3834
0.08086862309737236,0.0007175012673954597,0.04513684833268549,-0.7,0.7,0.23490688130641008,0.1214218116088835,false,60.0041,1421.16,53.5051
0.0778313915810632,0.0015343011071196593,0.045384625475981294,-0.7,0.7,0.21143804640066882,0.08945998948679161,false,60.0052,1254.79,49.5918
0.07691069714193183,0.0007181269007855616,0.04895875670971301,-0.7,0.7,0.24891201695091397,0.07723092182029563,false,60.022,1134.32,59.3897
0.0761330902867287,0.0006635773798202253,0.04028992864773571,-0.7,0.7,0.1046154805382595,0.10750816968218642,true,27.6372,603.551,21.7324
0.07806771697257972,0.0006485072335670154,0.04581586584312408,-0.7,0.7,0.13990863537485385,0.11868645848365175,true,16.815,299.719,11.5172
0.08260999329520884,0.0006594174131085843,0.045398324686700936,-0.7,0.7,0.16086687137750805,0.10252448341785013,false,60.0018,1421.77,53.954
