kp,ki,kd,min_throttle,max_throttle,mean_steer_delay,throttle_steer_threshold,crashed,runtime,distance,total_absolute_cte
0.08261738871475244,0.0007517556633502726,0.04933899213940987,-0.7,0.7,0.12236170828957922,0.1215714513904907,true,16.8816,305.607,11.4593
0.07831881176720573,0.0005805888930814401,0.03836813597435411,-0.7,0.7,0.1622073516169821,0.09200050192433139,true,28.99,603.732,21.6929
0.07794920957401764,0.0006319367826948521,0.04492265977047297,-0.7,0.7,0.14970156562650397,0.08792875857691977,true,17.0217,303.6,12.3464
0.0760805167778948,0.0009436735431445231,0.040987115106507044,-0.7,0.7,0.1709622497805058,0.08276161844816256,false,60.0046,1337.1,50.7234
0.08227174094129268,0.0006691818229299975,0.04680068956937577,-0.7,0.7,0.21813956054613703,0.09455455564223206,false,60.0051,1219.62,54.0042
0.08645321837215265,0.0011709019900690508,0.05189525782659259,-0.7,0.7,0.2641773103561205,0.10019209196583514,false,60.0283,1216.54,48.9767
0.07502985602705399,0.0009608618719948807,0.04036912538504492,-0.7,0.7,0.27972736044662727,0.11172966074442575,true,28.9419,607.395,21.6612
0.07967121225452314,0.0009237308647927425,0.044287708421487146,-0.7,0.7,0.3068452379190188,0.11478825628433485,false,60.0058,1334.19,51.3223
0.08679976030193882,0.0008636051256950136,0.053933159089804596,-0.7,0.7,0.22799487091034287,0.0872086918287754,false,60.0123,1166.29,52.0037
0.08909070432251497,0.000916232873618073,0.0365582162747604,-0.7,0.7,0.2863191233400936,0.09468877067813078,false,60.0047,1247.75,48.7318
0.07588668659814,0.0008977519471948339,0.04496005546450837,-0.7,0.7,0.1603935244881621,0.07374323163325366,false,60.0039,1215.02,54.8812
0.07303650428362463,0.0006714084617284218,0.04264554809898524,-0.7,0.7,0.24561092111966593,0.09778055707093118,false,60.0163,1331.35,54.4291
0.07637485269194548,0.0006696589657542195,0.05500610083836255,-0.7,0.7,0.33282175858530105,0.10624091620301764,false,60.0093,1217.6,58.2457
0.0705610703415735,0.0014965229706978167,0.05126246942835389,-0.7,0.7,0.2468352202076275,0.0869722205384426,false,60.027,1184.94,56.6699
0.07172886481269262,0.001274999225453837,0.04338744263006528,-0.7,0.7,0.24172321223931653,0.0657470284757549,false,60.0084,1105.97,57.8817
0.07847708333003318,0.0009952417546179573,0.04432119977626501,-0.7,0.7,0.23080758414486452,0.11528989136110217,true,30.2873,607.374,25.7964
0.07572596236692074,0.0011725117616428378,0.04687184695882333,-0.7,0.7,0.08477833627627422,0.11134483148070991,true,28.8938,607.921,28.1777
0.0809640463933777,0.0007318735575674577,0.0491153509347615,-0.7,0.7,0.1816340879811821,0.11035106595913395,false,60.0037,1346.7,54.0158
0.08030265536257943,0.0009959599158117,0.04895534649123803,-0.7,0.7,0.10710761155293108,0.12090477936047955,true,16.8136,298.341,11.2944
0.07545632291597626,0.0010259229392175734,0.0382189359467118,-0.7,0.7,0.1558198211987024,0.10940811160279068,true,27.8709,606.269,21.9653
0.08537751537500167,0.0011746816205267662,0.056076431722014625,-0.7,0.7,0.16661358417084993,0.13075249548486398,true,16.7428,299.369,10.9756
0.07838552002836846,0.001374734969712144,0.04767390992772094,-0.7,0.7,0.15186146468574477,0.07673432994836045,false,60.0172,1214.78,52.391
0.06898319949354466,0.0010047011772622114,0.04965328507649643,-0.7,0.7,0.1629680646621789,0.0934228379596784,false,60.0133,1382.6,53.5821
0.08891558449735724,0.0006682314586028728,0.05458804481922059,-0.7,0.7,0.2969561820202802,0.1064568627352351,false,60.0211,1188.6,52.7494
0.08528137530858015,0.00043304266803053016,0.03750005814631672,-0.7,0.7,0.3102780280680489,0.11317761331686277,true,28.967,603.149,20.8216
0.07640584634013056,0.0014251751299964122,0.044294797050231684,-0.7,0.7,0.16278573167855476,0.07585544192355091,false,60.0215,1217.61,51.6753
0.08811737260224463,0.0007890911335536087,0.04136747785124548,-0.7,0.7,0.22042793079956605,0.08460849797894061,false,60.0069,1177.97,51.824
0.07739000718580087,0.0008806521906190736,0.04474678418406002,-0.7,0.7,0.1289854004008631,0.1051582932102745,true,28.7653,599.365,26.63
0.08506542898247249,0.0008616546658312081,0.047049886578453014,-0.7,0.7,0.1404297276915479,0.15901902811733537,true,16.6101,296.233,10.4964
0.08149160126959258,0.0005511278865471308,0.045375149940781775,-0.7,0.7,0.18830321221902538,0.11744550528715691,false,60.0069,1372.67,54.8208
0.0859749893654491,0.0008046892636676053,0.03980926704247423,-0.7,0.7,0.09077269508277815,0.09813226932051772,true,28.0972,605.093,22.4704
0.07743830268899786,0.000953422852847367,0.04198041642434111,-0.7,0.7,0.1404906491829079,0.08249258932938498,false,60.012,1318.96,51.1579
0.08670400627860647,0.000773617425149352,0.050163428272960595,-0.7,0.7,0.07024486681903372,0.12603332442704443,true,18.4575,349.572,14.9559
0.07855159819928201,0.0016386013803499687,0.0365402736151561,-0.7,0.7,0.08811226817683677,0.1448097171274692,true,18.8017,362.93,14.1165
0.07601401647476194,0.0010963953601683166,0.05246112612331345,-0.7,0.7,0.27195101255762183,0.07633740270914545,false,60.0053,1127.33,56.6323
0.08022776211989212,0.0009429158172254444,0.056021203705961135,-0.7,0.7,0.2216903679463018,0.09312908687537802,false,60.0059,1190.82,53.9626
0.08151494046580529,0.0006012051894371821,0.04889947272436141,-0.7,0.7,0.293700126777737,0.08270574802691756,false,60.0016,1137.13,56.6063
0.08140582062174043,0.0008019534425949723,0.037492263624490985,-0.7,0.7,0.16752498016272954,0.11434625818041196,true,28.5754,604.042,21.7376
0.0846534665541291,0.0017992970965299271,0.05042902716538392,-0.7,0.7,0.15490777652730334,0.1255209185152883,true,16.759,299.965,10.2886
0.07854121317300701,0.0016385680797024191,0.04041208635046993,-0.7,0.7,0.25837338659524245,0.09845330994630709,false,60.0274,1322.37,48.1068
0.08490749161340501,0.0010098513544392663,0.043863609400504606,-0.7,0.7,0.1021611610071955,0.09715756285788481,true,16.8106,300.938,10.76
0.08375362710092696,0.0011772788086303041,0.05178864594536068,-0.7,0.7,0.2710360375852786,0.14412339382209313,false,60.0227,1344.24,50.52
0.0802213862519391,0.00040839644360007204,0.050992160885190846,-0.7,0.7,0.23412330454984145,0.10399967411977011,false,60.0019,1306.22,53.7584
0.07887478195725159,0.0007998212848356234,0.03296923098096343,-0.7,0.7,0.1954983832333297,0.08703286365343327,true,29.3339,603.188,21.6158
0.09398821046052763,0.0006385362966743587,0.045706723823119494,-0.7,0.7,0.2428703899364381,0.11871852174210719,false,60.0282,1264.71,51.2347
0.0829003550830587,0.0008985693471788335,0.04775229224025849,-0.7,0.7,0.12901336361233873,0.08402048884442251,false,60.015,1289.84,50.5408
0.08347144594367667,0.0006549758233694976,0.04352100104367246,-0.7,0.7,0.2411898223420309,0.09815337911149719,false,60.032,1270.34,51.5572
0.08174025710380385,0.0008323776609385472,0.04225936970828556,-0.7,0.7,0.2416764492144292,0.10113086234857016,true,30.4949,607.868,23.1941
0.08621830553638048,0.0009394120857090669,0.054544997852602854,-0.7,0.7,0.2269360868307788,0.08935924906584297,false,60.0258,1160.82,51.2933
0.07876317877978112,0.0011203964711881539,0.04389234571279215,-0.7,0.7,0.3997429914551927,0.08180938691401947,false,60.0058,1108.54,56.2834
0.07757672707182738,0.0009480762661835455,0.03422711564810042,-0.7,0.7,0.19744640446470255,0.10298913206516977,true,27.2396,596.094,19.6318
0.0764626482047182,0.0006465464681088066,0.04023653727350859,-0.7,0.7,0.2576721918271807,0.10800703185241248,true,29.7217,603.693,23.8547
0.07806983203199594,0.0013657628588633999,0.04022956144014947,-0.7,0.7,0.3009457070996705,0.11486185507389107,false,60.0192,1354.9,49.37
0.08138099066119892,0.0006226814840845425,0.03877191111632211,-0.7,0.7,0.28221730048351235,0.1174063999473135,false,60.0226,1354.45,51.4495
0.0766866567073768,0.0006951306610886441,0.03302501427533727,-0.7,0.7,0.08635447249754273,0.10345588246889045,true,20.7714,418.396,18.4457
0.07891493470841263,0.0006710381826616205,0.04834354359718797,-0.7,0.7,0.34543707409607277,0.09309299790268404,false,60.0217,1206.8,55.8621
0.08796386009162845,0.0012287756647955518,0.05264577569483712,-0.7,0.7,0.2820418514997841,0.09121905053474369,false,60.0047,1151.62,49.6682
0.08459067124588446,0.001204471240588731,0.036384461585578974,-0.7,0.7,0.15750660774000344,0.10905491340026727,true,28.6833,605.955,21.5545
0.07682605624156325,0.0005749248982495568,0.06015398419661381,-0.7,0.7,0.12579681902472237,0.07532034204171419,false,60.0087,1217.05,57.5377
0.07380263802477412,0.0006122683720125444,0.0428680298162603,-0.7,0.7,0.345234772535617,0.12192384210023369,true,30.2093,604.671,25.2074
0.07186797656119444,0.0008809911720621658,0.03948655109814928,-0.7,0.7,0.1490051012269194,0.1554406334203947,true,26.2574,602.847,18.7195
0.07044421058102521,0.0006334520008842041,0.0496911946044013,-0.7,0.7,0.173003839541188,0.09740877962378981,false,60.0086,1384.28,56.5687
0.08247238746884539,0.0008870598290436179,0.041810499498549376,-0.7,0.7,0.13583286988537716,0.10025899549967704,true,28.2258,599.937,21.0782
0.08212923782626934,0.0005849503115870262,0.04301396250937743,-0.7,0.7,0.19884806252754134,0.10306781401188127,false,60.0156,1318.57,53.6927
0.074804877103717,0.0008953920829375241,0.04740649634154672,-0.7,0.7,0.22303434091978633,0.1195011893812871,false,60.029,1407.94,52.4041
0.07852262081196032,0.0011766554800158484,0.04303569317081624,-0.7,0.7,0.23684930263992598,0.1173284145569416,false,60.0236,1396.71,48.1547
0.07504561000958308,0.0007047419269162628,0.0719743258615131,-0.7,0.7,0.22355541528879652,0.1085274141328618,true,45.0261,886.165,46.4409
0.08417251126967573,0.0008911315513090262,0.04223459835968942,-0.7,0.7,0.08447804342680156,0.13883802774066586,true,16.7437,300.361,10.6225
0.09331767733881662,0.0011949499869467607,0.03843668900321438,-0.7,0.7,0.09623481044401157,0.10295897369756955,true,18.8277,351.993,13.2053
0.08836252159983206,0.0010221042057951006,0.0544810063299241,-0.7,0.7,0.2201397462358823,0.08084228489082378,false,60.0224,1104.07,52.4603
0.08113504252037809,0.000624599662018213,0.04237472054137358,-0.7,0.7,0.1954571822792557,0.10579202770361358,true,29.9224,605.195,24.7346
0.08290129248804104,0.000585594763051574,0.04003553716018991,-0.7,0.7,0.1850881639019278,0.10239843695982438,false,60.0053,1338.73,51.806
0.0794949358672836,0.0007489644878770465,0.05034457787933636,-0.7,0.7,0.2989608002617812,0.11555474033953775,false,60.0315,1285.87,53.7702
0.08140371840404007,0.001138103726937492,0.04261902062751012,-0.7,0.7,0.1581981664423352,0.09516437438041361,false,60.0036,1352.08,49.8049
